x_usteps,y_usteps,distance_mm
36000,16000,281.97916662932784
37000,16000,280.65727393612326
38000,16000,279.585998468513
39000,16000,278.77922038406405
40000,16000,278.24739283630424
41000,16000,277.9974065367121
42000,16000,278.0325004740752
43000,16000,278.3522199479967
44000,16000,278.95242246029613
45000,16000,279.82533138797174
46000,16000,280.9596367423007
47000,16000,282.34064170857647
48000,16000,283.9504530678166
49000,16000,285.76821303321015
50000,16000,287.77036949747816
51000,16000,289.9309811896424
52000,16000,292.2220537873882
53000,16000,294.613902630126
54000,16000,297.07553733320015
55000,16000,299.57506331992727
56000,16000,302.0800950689478
57000,16000,304.5581757225833
58000,16000,306.97719761947525
59000,16000,309.3058183028029
60000,16000,311.513866614003
0,17000,300.0
1000,17000,302.98938673730265
2000,17000,305.9400409915077
3000,17000,308.8137321233332
4000,17000,311.57322667890634
5000,17000,314.18277081115946
6000,17000,316.6085535304558
7000,17000,318.81914478226247
8000,17000,320.78590267584366
9000,17000,322.4833445876501
10000,17000,323.8894773311402
11000,17000,324.98608211513493
12000,17000,325.7589505985954
13000,17000,326.19806898334053
14000,17000,326.2977477594777
15000,17000,326.05669542247733
16000,17000,325.4780352067646
17000,17000,324.5692646190171
18000,17000,323.34215829548043
19000,17000,321.8126154419491
20000,17000,320.0004538330797
21000,17000,317.92915304012007
22000,17000,315.6255502139655
23000,17000,313.1194923651798
24000,17000,310.4434496462724
25000,17000,307.6320946468034
26000,17000,304.72185315224885
27000,17000,301.75043218729434
28000,17000,298.7563314585401
29000,17000,295.7783445266928
30000,17000,292.8550561713875
31000,17000,290.02434246111625
32000,17000,287.32288000568974
33000,17000,284.78567074968345
34000,17000,282.4455884639605
35000,17000,280.33295281122895
36000,17000,278.47513650432313
37000,17000,276.8962106471279
38000,17000,275.61663285334475
39000,17000,274.6529821840405
40000,17000,274.0177443383036
41000,17000,273.71914988022115
42000,17000,273.76106759821613
43000,17000,274.14295437845067
44000,17000,274.8598622417703
45000,17000,275.9025024530135
46000,17000,277.2573658720427
47000,17000,278.906897987151
48000,17000,280.82972636299223
49000,17000,283.0009375560705
50000,17000,285.39239990988665
51000,17000,287.9731280473925
52000,17000,290.70968433814767
53000,17000,293.56661213850185
54000,17000,296.5068951914557
55000,17000,299.49243723390964
56000,17000,302.48455559719
57000,17000,305.4444824054358
58000,17000,308.3338668779869
59000,17000,311.11527222760907
60000,17000,313.7526607164118
0,18000,300.0
1000,18000,303.4219388468487
2000,18000,306.79954077773647
3000,18000,310.0890433352782
4000,18000,313.2478255361732
5000,18000,316.23496009701637
6000,18000,319.01174371540645
7000,18000,321.54219853567724
8000,18000,323.7935383019279
9000,18000,325.73659315856406
10000,18000,327.34618759435
11000,18000,328.60146663307944
12000,18000,329.4861660445195
13000,18000,329.9888230745968
14000,18000,330.10292496446397
15000,18000,329.8269933341358
16000,18000,329.1646033373635
17000,18000,328.1243373395646
18000,18000,326.71967371898785
19000,18000,324.9688122318785
20000,18000,322.89443820433013
21000,18000,320.5234286061098
22000,18000,317.88650381475895
23000,18000,315.017829581947
24000,18000,311.95457435926596
25000,18000,308.7364277190471
26000,18000,305.4050861098604
27000,18000,302.0037126095908
28000,18000,298.57637767588903
29000,18000,295.16748814000687
30000,18000,291.82121184235194
31000,18000,288.58090536456757
32000,18000,285.4885522728199
33000,18000,282.58421915078765
34000,18000,279.9055364703516
35000,18000,277.48721102616946
36000,18000,275.3605762513573
37000,18000,273.5531862406873
38000,18000,272.08845874140684
39000,18000,270.98537173732814
40000,18000,270.25821755744533
41000,18000,269.91641769501337
42000,18000,269.9644007364139
43000,18000,270.4015449814445
44000,18000,271.22218649847963
45000,18000,272.415692510137
46000,18000,273.9665991586136
47000,18000,275.8548118657144
48000,18000,278.055865691574
49000,18000,280.5412423186916
50000,18000,283.27873955422285
51000,18000,286.23288856301093
52000,18000,289.3654134254089
53000,18000,292.63572706555544
54000,18000,296.00145712452814
55000,18000,299.41899496481153
56000,18000,302.8440606928133
57000,18000,306.23227687862016
58000,18000,309.5397435394998
59000,18000,312.7236069372791
60000,18000,315.74261481988214
0,19000,300.0
1000,19000,303.7925745551561
2000,19000,307.5360099915688
3000,19000,311.18180386960444
4000,19000,314.6827188586104
5000,19000,317.99339477519317
6000,19000,321.07093629992806
7000,19000,323.87546875765116
8000,19000,326.3706547602755
9000,19000,328.5241650181625
10000,19000,330.3080972199037
11000,19000,331.6993375532282
12000,19000,332.6798601829295
13000,19000,333.2369608055771
14000,19000,333.3634212549226
15000,19000,333.0576030252634
16000,19000,332.32346850101203
17000,19000,331.1705296174083
18000,19000,329.61372461755894
19000,19000,327.673224502623
20000,19000,325.3741716829032
21000,19000,322.7463542160533
22000,19000,319.82381985318847
23000,19000,316.6444348935731
24000,19000,313.2493935636593
25000,19000,309.6826842772865
26000,19000,305.990519692531
27000,19000,302.22073794976717
28000,19000,298.4221828488994
29000,19000,294.6440709965995
30000,19000,290.9353541232121
31000,19000,287.34408483157364
32000,19000,283.91679399552595
33000,19000,280.6978878749621
34000,19000,277.72907275878475
35000,19000,275.0488145904841
36000,19000,272.69184057778654
37000,19000,270.6886892438511
38000,19000,269.0653147498493
39000,19000,267.8427506155881
40000,19000,267.0368371952362
41000,19000,266.6580164391584
42000,19000,266.7111966010606
43000,19000,267.1956886433899
44000,19000,268.1052151649636
45000,19000,269.4279917351544
46000,19000,271.14687958081294
47000,19000,273.23960764761273
48000,19000,275.67906115864537
49000,19000,278.4336329315063
50000,19000,281.4676329019753
51000,19000,284.7417505482292
52000,19000,288.2135642241121
53000,19000,291.83809080220146
54000,19000,295.5683685051296
55000,19000,299.3560653736105
56000,19000,303.1521054874538
57000,19000,306.90730482583257
58000,19000,310.57300852817394
59000,19000,314.10172129889764
60000,19000,317.44772278805925
0,20000,300.0
1000,20000,304.09458759707616
2000,20000,308.1361229935399
3000,20000,312.07224136838005
4000,20000,315.85194375364057
5000,20000,319.4262578109738
6000,20000,322.7488723498323
7000,20000,325.77673736605954
8000,20000,328.4706218263805
9000,20000,330.79562197176523
10000,20000,332.72161355374845
11000,20000,334.22364214423146
12000,20000,335.282246461652
13000,20000,335.8837105242938
14000,20000,336.02024136366964
15000,20000,335.69006999540477
16000,20000,334.89747433937515
17000,20000,333.6527237921321
18000,20000,331.9719461697692
19000,20000,329.87691874520885
20000,20000,327.39478608736835
21000,20000,324.5577083580682
22000,20000,321.402444623583
23000,20000,317.96987657972664
24000,20000,314.30447886140706
25000,20000,310.45374279967194
26000,20000,306.4675610924328
27000,20000,302.39758136148197
28000,20000,298.2965369715495
29000,20000,294.217563781751
30000,20000,290.21351168205155
31000,20000,286.33625983493573
32000,20000,282.6360444944686
33000,20000,279.16080811197094
34000,20000,275.95557816172897
35000,20000,273.0618837350852
36000,20000,270.5172174619063
37000,20000,268.3545497311302
38000,20000,266.60190150447556
39000,20000,265.2819812582221
40000,20000,264.4118907570865
41000,20000,264.00290347238234
42000,20000,264.06031851542724
43000,20000,264.58339197873113
44000,20000,265.56534657455694
45000,20000,266.9934594459685
46000,20000,268.8492270126284
47000,20000,271.10860471549313
48000,20000,273.74231855411455
49000,20000,276.7162443800627
50000,20000,279.99185003209203
51000,20000,283.5266945844539
52000,20000,287.2749782397621
53000,20000,291.188135741634
54000,20000,295.2154656184573
55000,20000,299.30478710538256
56000,20000,303.40311623302364
57000,20000,307.4573523230091
58000,20000,311.4149659956942
59000,20000,315.22467977574536
60000,20000,318.8371324772205
0,21000,300.0
1000,21000,304.3225133627724
2000,21000,308.5890213670966
3000,21000,312.74424429720307
4000,21000,316.7343443207702
5000,21000,320.5076230476927
6000,21000,324.0151913688133
7000,21000,327.2116028957419
8000,21000,330.05544279449447
9000,21000,332.50986438363066
10000,21000,334.5430665443695
11000,21000,336.1287057570377
12000,21000,337.2462374252346
13000,21000,337.88118206528895
14000,21000,338.0253129120815
15000,21000,337.6767625104858
16000,21000,336.8400469113593
17000,21000,335.5260071585846
18000,21000,333.751668825293
19000,21000,331.54002141921404
20000,21000,328.91972051532065
21000,21000,325.92471647513827
22000,21000,322.59381456327725
23000,21000,318.9701721606114
24000,21000,315.1007395885435
25000,21000,311.03565178940954
26000,21000,306.8275787448167
27000,21000,302.5310430483256
28000,21000,298.2017134744598
29000,21000,293.8956836970325
30000,21000,289.6687455021954
31000,21000,285.57566591294454
32000,21000,281.66947759114004
33000,21000,278.0007917110613
34000,21000,274.617142207367
35000,21000,271.56236989381847
36000,21000,268.87605443253335
37000,21000,266.59300151355524
38000,21000,264.7427918891809
39000,21000,263.3493981060565
40000,21000,262.4308739009166
41000,21000,261.9991202843619
42000,21000,262.05973134344947
43000,21000,262.6119217609795
44000,21000,263.6485369905874
45000,21000,265.1561459558057
46000,21000,267.11521507202514
47000,21000,269.50036133661024
48000,21000,272.2806812079665
49000,21000,275.420151012382
50000,21000,278.8780936907069
51000,21000,282.60970583739
52000,21000,286.566638203204
53000,21000,290.69762214028054
54000,21000,294.94913387281537
55000,21000,299.2660879867117
56000,21000,303.5925511528478
57000,21000,307.8724668364957
58000,21000,312.0503816030738
59000,21000,316.07216360973257
60000,21000,319.8857039735191
0,22000,300.0
1000,22000,304.47222777411446
2000,22000,308.8865103902779
3000,22000,313.18565346655066
4000,22000,317.3139544454623
5000,22000,321.2179243133991
6000,22000,324.84698063984587
7000,22000,328.1541029570019
8000,22000,331.09644198824054
9000,22000,333.6358748318399
10000,22000,335.73949890665676
11000,22000,337.3800582598548
12000,22000,338.5362967131599
13000,22000,339.1932332720454
14000,22000,339.34235622946267
15000,22000,338.9817334491792
16000,22000,338.1160373998215
17000,22000,336.7564846152627
18000,22000,334.9206903657493
19000,22000,332.6324404227414
20000,22000,329.9213828746363
21000,22000,326.8226439864128
22000,22000,323.3763730803765
23000,22000,319.6272223348327
24000,22000,315.6237682407623
25000,22000,311.4178822124909
26000,22000,307.064058507141
27000,22000,302.6187081607866
28000,22000,298.1394280895459
29000,22000,293.68425482562276
30000,22000,289.31091255738943
31000,22000,285.0760652164045
32000,22000,281.0345823018228
33000,22000,277.2388279546653
34000,22000,273.73798249317565
35000,22000,270.5774051999026
36000,22000,267.7980466166623
37000,22000,265.43591796207824
38000,22000,263.52162454627876
39000,22000,262.0799692281398
40000,22000,261.1296310529471
41000,22000,260.68292323425993
42000,22000,260.7456336157256
43000,22000,261.3169496799271
44000,22000,262.38946907589934
45000,22000,263.94929552891205
46000,22000,265.9762188898492
47000,22000,268.4439769913444
48000,22000,271.32059591789107
49000,22000,274.5688042811604
50000,22000,278.1465161329016
51000,22000,282.0073762584825
52000,22000,286.1013607858862
53000,22000,290.37542532827206
54000,22000,294.77419226233667
55000,22000,299.2406682376387
56000,22000,303.71698262035864
57000,22000,308.1451373037259
58000,22000,312.4677581700705
59000,22000,316.6288384680565
60000,22000,320.57446447340766
0,23000,300.0
1000,23000,304.541021905555
2000,23000,309.02320731063037
3000,23000,313.3884820395847
4000,23000,317.58028668926477
5000,23000,321.54430945025626
6000,23000,325.2291898068142
7000,23000,328.5871839978701
8000,23000,331.5747836169592
9000,23000,334.1532793360762
10000,23000,336.2892624494783
11000,23000,337.9550577391
12000,23000,339.12908205308815
13000,23000,339.796123951474
14000,23000,339.9475407957081
15000,23000,339.5813707284348
16000,23000,338.70235809262056
17000,23000,337.32189196069106
18000,23000,335.4578585701326
19000,23000,333.1344095775014
20000,23000,330.38164913349584
21000,23000,327.2352438335546
22000,23000,323.7359605977211
23000,23000,319.9291384673092
24000,23000,315.86410116212465
25000,23000,311.59351800954147
26000,23000,307.17272152566085
27000,23000,302.65899049042554
28000,23000,298.11080780564555
29000,23000,293.58710275161934
30000,23000,289.146487460179
31000,23000,284.8464974969215
32000,23000,280.7428463921484
33000,23000,276.8887037793069
34000,23000,273.3340064938506
35000,23000,270.1248115583815
36000,23000,267.3026994372283
37000,23000,264.9042352922912
38000,23000,262.9604952204818
39000,23000,261.4966636111392
40000,23000,260.53170684032943
41000,23000,260.0781275298609
42000,23000,260.1418025549993
43000,23000,260.72190689976253
44000,23000,261.8109243463765
45000,23000,263.3947448603926
46000,23000,265.45284740967946
47000,23000,267.9585658485663
48000,23000,270.87943442216414
49000,23000,274.1776084142823
50000,23000,277.8103544887457
51000,23000,281.730604370924
52000,23000,285.88756469560786
53000,23000,290.22737511963595
54000,23000,294.6938061723284
55000,23000,299.22898780191287
56000,23000,303.77415917841034
57000,23000,308.27043003803533
58000,23000,312.6595437046277
59000,23000,316.8846319019007
60000,23000,320.89095157665713
0,24000,300.0
1000,24000,304.5276509993014
2000,24000,308.9966387404789
3000,24000,313.34906004560355
4000,24000,317.5285220490313
5000,24000,321.480872860883
6000,24000,325.15490319495086
7000,24000,328.5030098702752
8000,24000,331.4818125896221
9000,24000,334.0527160034711
10000,24000,336.1824097770368
11000,24000,337.84330018112433
12000,24000,339.0138676148401
13000,24000,339.67894542785564
14000,24000,339.8299164296183
15000,24000,339.4648245394039
16000,24000,338.5884001305997
17000,24000,337.2119987408406
18000,24000,335.35345394210947
19000,24000,333.0368462771159
20000,24000,330.2921912557665
21000,24000,327.1550504542523
22000,24000,323.66607075561245
23000,24000,319.870457701679
24000,24000,315.81738978000675
25000,24000,311.55938123467473
26000,24000,307.1516016568081
27000,24000,302.6511611706565
28000,24000,298.1163704768352
29000,24000,293.6059853400995
30000,24000,289.17844531057267
31000,24000,284.89111654206073
32000,24000,280.799548518004
33000,24000,276.95675431541815
34000,24000,273.4125237322047
35000,24000,270.2127781774089
36000,24000,267.39897568289786
37000,24000,265.0075737455215
38000,24000,263.06955695953235
39000,24000,261.6100355595714
40000,24000,260.6479200757648
41000,24000,260.19567631631645
42000,24000,260.25916385220467
43000,24000,260.8375600966829
44000,24000,261.92337096326054
45000,24000,263.5025279640728
46000,24000,265.55457049056764
47000,24000,268.0529109147606
48000,24000,270.965179076229
49000,24000,274.2536416914426
50000,24000,277.8756912512855
51000,24000,281.7843980722861
52000,24000,285.92911834881403
53000,24000,290.2561503279139
54000,24000,294.70943010493846
55000,24000,299.2312580247912
56000,24000,303.76304627703917
57000,24000,308.2460779985571
58000,24000,312.6222680482648
59000,24000,316.8349155968526
60000,24000,320.8294387804431
0,25000,300.0
1000,25000,304.4323569879053
2000,25000,308.8072854102876
3000,25000,313.06810078432005
4000,25000,317.159597151738
5000,25000,321.0287623639566
6000,25000,324.62546494273187
7000,25000,327.90310361693975
8000,25000,330.8192111196439
9000,25000,333.3360044222552
10000,25000,335.42087427658333
11000,25000,337.04680772194786
12000,25000,338.19273808306554
13000,25000,338.8438179239091
14000,25000,338.99161142096466
15000,25000,338.63420366337266
16000,25000,337.7762254637868
17000,25000,336.42879335848477
18000,25000,334.6093655741299
19000,25000,332.34151582737303
20000,25000,329.65462788809845
21000,25000,326.58351486375545
22000,25000,323.16796813758066
23000,25000,319.4522418049675
24000,25000,315.48447928796895
25000,25000,311.31608955709646
26000,25000,307.00108104250074
27000,25000,302.5953618648248
28000,25000,298.1560154524029
29000,25000,293.7405609303916
30000,25000,289.4062078647221
31000,25000,285.20911501690904
32000,25000,281.2036627137797
33000,25000,277.44174825978547
34000,25000,273.97211352100425
35000,25000,270.8397133930999
36000,25000,268.0851333357907
37000,25000,265.74406352063585
38000,25000,263.8468364054315
39000,25000,262.41803372671075
40000,25000,261.47616800241354
41000,25000,261.0334426713894
42000,25000,261.09559397752645
43000,25000,261.6618166471595
44000,25000,262.72477432273155
45000,25000,264.2706946175223
46000,25000,266.27954755985195
47000,25000,268.72530511471797
48000,25000,271.57627842033054
49000,25000,274.79552837008515
50000,25000,278.34134422019946
51000,25000,282.1677840218556
52000,25000,286.22526987564953
53000,25000,290.46123029583475
54000,25000,294.8207813614619
55000,25000,299.24743782896724
56000,25000,303.6838449925622
57000,25000,308.0725218099532
58000,25000,312.3566056649624
59000,25000,316.4805891174074
60000,25000,320.39103909441957
0,26000,300.0
1000,26000,304.25686411674604
2000,26000,308.4585734703451
3000,26000,312.55068791945007
4000,26000,316.48018730719895
5000,26000,320.1961584256353
6000,26000,323.65045468109827
7000,26000,326.7983199135168
8000,26000,329.5989682869913
9000,26000,332.0161127382139
10000,26000,334.0184351357989
11000,26000,335.5799920588256
12000,26000,336.6805509370574
13000,26000,337.30585219758007
14000,26000,337.4477940213143
15000,26000,337.10453731557243
16000,26000,336.28052954256725
17000,26000,334.98644709513286
18000,26000,333.239056966277
19000,26000,331.06099950486674
20000,26000,328.480495072208
21000,26000,325.5309784002723
22000,26000,322.2506653890691
23000,26000,318.6820579560238
24000,26000,314.8713933528635
25000,26000,310.8680450850269
26000,26000,306.7238831956848
27000,26000,302.4926022029568
28000,26000,298.2290253980175
29000,26000,293.98839451806725
30000,26000,289.82565399763894
31000,26000,285.79473907195506
32000,26000,281.94787695614264
33000,26000,278.3349101546928
34000,26000,275.00265066881735
35000,26000,271.9942734690223
36000,26000,269.34875709146957
37000,26000,267.10037860613465
38000,26000,265.2782695002867
39000,26000,263.90603823156135
40000,26000,263.0014643410795
41000,26000,262.57626808988545
42000,26000,262.63595860344867
43000,26000,263.17976249176957
44000,26000,264.2006338699346
45000,26000,265.6853456492885
46000,26000,267.6146609163929
47000,26000,269.9635821792739
48000,26000,272.7016752515556
49000,26000,275.79346357802416
50000,26000,279.1988878924755
51000,26000,282.8738252522158
52000,26000,286.7706607242572
53000,26000,290.8389043160634
54000,26000,295.02584515747805
55000,26000,299.277234457822
56000,26000,303.53798838931147
57000,26000,307.752901789772
58000,26000,311.86736343744235
59000,26000,315.8280636302904
60000,26000,319.58368490197415
0,27000,300.0
1000,27000,304.00434774561575
2000,27000,307.9568124981618
3000,27000,311.80618349513907
4000,27000,315.5025857253232
5000,27000,318.9981261425865
6000,27000,322.24751420006237
7000,27000,325.20864866459704
8000,27000,327.8431631083321
9000,27000,330.1169230096652
10000,27000,332.0004680228178
11000,27000,333.4693936856723
12000,27000,334.50466762021676
13000,27000,335.0928761286948
14000,27000,335.2263979903963
15000,27000,334.903503207263
16000,27000,334.1283754188935
17000,27000,332.91105769652603
18000,27000,331.26732241832696
19000,27000,329.21846691196737
20000,27000,326.7910375122788
21000,27000,324.01648560928083
22000,27000,320.93076014305046
23000,27000,317.57384182534145
24000,27000,313.98922512288794
25000,27000,310.22335471416085
26000,27000,306.3250237212188
27000,27000,302.34474151356204
28000,27000,298.334079275142
29000,27000,294.34500181379764
30000,27000,290.4291942706379
31000,27000,286.6373924529727
32000,27000,283.0187254674446
33000,27000,279.6200791706421
34000,27000,276.4854886847537
35000,27000,273.6555678492327
36000,27000,271.1669830008771
37000,27000,269.05197790037977
38000,27000,267.33795596071644
39000,27000,266.0471251902985
40000,27000,265.1962104512435
41000,27000,264.7962367609358
42000,27000,264.85238644456825
43000,27000,265.36393198948906
44000,27000,266.3242454713401
45000,27000,267.7208844298533
46000,27000,269.53575308164324
47000,27000,271.7453367812132
48000,27000,274.32100669234455
49000,27000,277.2293907223425
50000,27000,280.43280591306797
51000,27000,283.88974668640975
52000,27000,287.5554226181641
53000,27000,291.382338772565
54000,27000,295.3209110782653
55000,27000,299.3201087725484
56000,27000,303.3281155898356
57000,27000,307.2930011276905
58000,27000,311.16339369165735
59000,27000,314.88914590110636
60000,27000,318.4219844320551
0,28000,300.0
1000,28000,303.67937689390783
2000,28000,307.31108133327007
3000,28000,310.8480585395739
4000,28000,314.2444810833501
5000,28000,317.4563426548335
6000,28000,320.4420282389856
7000,28000,323.1628533073108
8000,28000,325.583565040341
9000,28000,327.67279908661453
10000,28000,329.40348594007696
11000,28000,330.75320167060823
12000,28000,331.7044584633777
13000,28000,332.2449312026056
14000,28000,332.367617163962
15000,28000,332.07092674652137
16000,28000,331.3587040686894
17000,28000,330.2401771612481
18000,28000,328.7298384028502
19000,28000,326.8472567471214
20000,28000,324.61682417427966
21000,28000,322.0674396524144
22000,28000,319.2321347032322
23000,28000,316.14764542368914
24000,28000,312.85393650868195
25000,28000,309.3936834418767
26000,28000,305.81171956375454
27000,28000,302.15445518102973
28000,28000,298.46927624384375
29000,28000,294.80393038187447
30000,28000,291.2059082542841
31000,28000,287.7218282291489
32000,28000,284.396832364872
33000,28000,281.2740015196459
34000,28000,278.3937971671971
35000,28000,275.7935371510173
36000,28000,273.50691216955966
37000,28000,271.56354925713845
38000,28000,269.98862791636503
39000,28000,268.80255387576227
40000,28000,268.0206946995724
41000,28000,267.653180675372
42000,28000,267.70477355932763
43000,28000,268.1748048797153
44000,28000,269.057184598085
45000,28000,270.3404800158497
46000,28000,272.0080639039335
47000,28000,274.0383299362116
48000,28000,276.40497263544427
49000,28000,279.07732820453816
50000,28000,282.020771827099
51000,28000,285.19716628958486
52000,28000,288.5653561124138
53000,28000,292.08170078773367
54000,28000,295.7006402148714
55000,28000,299.3752850073036
56000,28000,303.0580240227394
57000,28000,306.70114124475015
58000,28000,310.2574340232192
59000,28000,313.68082466327587
60000,28000,316.9269574385604
0,29000,300.0
1000,29000,303.287831568994
2000,29000,306.5330638051266
3000,29000,309.6936493208297
4000,29000,312.72863746775204
5000,29000,315.598704920599
6000,29000,318.26666517629315
7000,29000,320.69795036704426
8000,29000,322.86105914463894
9000,29000,324.72796483286254
10000,29000,326.2744785597597
11000,29000,327.4805626647494
12000,29000,328.33059031988466
13000,29000,328.81354800143026
14000,29000,328.9231781884024
15000,29000,328.658060439173
16000,29000,328.02162979565657
17000,29000,327.0221322766218
18000,29000,325.6725180367873
19000,29000,323.990273576003
20000,29000,321.9971951725256
21000,29000,319.71910647593904
22000,29000,317.18552391877256
23000,29000,314.42927428196674
24000,29000,311.48606936926313
25000,29000,308.39404330132
26000,29000,305.19325842467794
27000,29000,301.92518623734924
28000,29000,298.6321700565026
29000,29000,295.3568763902794
30000,29000,292.1417421221326
31000,29000,289.02842467033594
32000,29000,286.0572622467622
33000,29000,283.2667512081777
34000,29000,280.693047271836
35000,29000,278.3694970579549
36000,29000,276.32620602872254
37000,29000,274.5896484219033
38000,29000,273.182324233003
39000,29000,272.12246769035994
40000,29000,271.4238110003533
41000,29000,271.0954064238026
42000,29000,271.14150898885526
43000,29000,271.5615213600112
44000,29000,272.35000157759896
45000,29000,273.4967335674254
46000,29000,274.98685950702827
47000,29000,276.8010723335079
48000,29000,278.9158658986765
49000,29000,281.30383953035084
50000,29000,283.93405305368776
51000,29000,286.7724276726703
52000,29000,289.7821875176585
53000,29000,292.9243361380195
54000,29000,296.1581617660821
55000,29000,299.44176480588004
56000,29000,302.73260071218914
57000,29000,305.988031225955
58000,29000,309.1658768239409
59000,29000,312.22496322468805
60000,29000,315.1256548698952
0,30000,300.0
1000,30000,302.83679637364645
2000,30000,305.6368373264493
3000,30000,308.36384366524715
4000,30000,310.98248248191976
5000,30000,313.45882495004935
6000,30000,315.7607859293649
7000,30000,317.8585396821623
8000,30000,319.7249063154023
9000,30000,321.3357039414842
10000,30000,322.67006199486786
11000,30000,323.7106916450036
12000,30000,324.4441098019211
13000,30000,324.8608138121124
14000,30000,324.95540458123133
15000,30000,324.72665652835184
16000,30000,324.1775334654094
17000,30000,323.3151501960821
18000,30000,322.15068033166153
19000,30000,320.6992115183123
20000,30000,318.97954995149195
21000,30000,317.0139767103727
22000,30000,314.82795906935866
23000,30000,312.4498205271378
24000,30000,309.9103738285921
25000,30000,307.2425217343788
26000,30000,304.4808307108758
27000,30000,301.66108306405044
28000,30000,298.81981332010093
29000,30000,295.993834859832
30000,30000,293.2197629400055
31000,30000,290.5335402817173
32000,30000,287.9699713725936
33000,30000,285.56227151669765
34000,30000,283.34163647495564
35000,30000,281.3368382721267
36000,30000,279.57385240731116
37000,30000,278.0755212981053
38000,30000,276.86125831904434
39000,30000,275.94679626900836
40000,30000,275.34398352661435
41000,30000,275.06063053474173
42000,30000,275.10040860323846
43000,30000,275.46280234098896
44000,30000,276.1431163336639
45000,30000,277.13253598063176
46000,30000,278.4182417027881
47000,30000,279.98357504155
48000,30000,281.8082544969264
49000,30000,283.86863830812325
50000,30000,286.138030771923
51000,30000,288.587028129973
52000,30000,291.1838995434383
53000,30000,293.8949982188567
54000,30000,296.68519735837646
55000,30000,299.51834528591564
56000,30000,302.35773385232557
57000,30000,305.16657405058874
58000,30000,307.90847267866627
59000,30000,310.54790387403193
60000,30000,313.0506694103784
0,31000,300.0
1000,31000,302.3344323175669
2000,31000,304.63861817717157
3000,31000,306.88270301408096
4000,31000,309.03761097239095
5000,31000,311.0754216311568
6000,31000,312.9697317599394
7000,31000,314.69599741662205
8000,31000,316.23185195505107
9000,31000,317.5573958221818
10000,31000,318.6554543899247
11000,31000,319.51180048105164
12000,31000,320.11533870596764
13000,31000,320.45824922195925
14000,31000,320.53608905227844
15000,31000,320.3478496523049
16000,31000,319.89596997692075
17000,31000,319.186304879789
18000,31000,318.22804925397486
19000,31000,317.03361889679434
20000,31000,315.6184896424858
21000,31000,314.00099684700706
22000,31000,312.20209782296644
23000,31000,310.2451003027405
24000,31000,308.15536044798904
25000,31000,305.95995431835735
26000,31000,303.68732705603725
27000,31000,301.36692433158254
28000,31000,299.02881082621485
29000,31000,296.7032806938142
30000,31000,294.4204650497101
31000,31000,292.20994157190825
32000,31000,290.1003512730192
33000,31000,288.1190274082471
34000,31000,286.29164132755335
35000,31000,284.64186986056995
36000,31000,283.19108854384507
37000,31000,281.95809466517267
38000,31000,280.9588637134279
39000,31000,280.20634238950623
40000,31000,279.71028086025495
41000,31000,279.47710642882527
42000,31000,279.5098402582576
43000,31000,279.80805822728337
44000,31000,280.3678964255224
45000,31000,281.18210121687605
46000,31000,282.24012322246136
47000,31000,283.52825400538165
48000,31000,285.02980368635355
49000,31000,286.72531718888496
50000,31000,288.59282631218775
51000,31000,290.6081343658001
52000,31000,292.7451296780038
53000,31000,294.9761239160126
54000,31000,297.2722108344296
55000,31000,299.60364080379105
56000,31000,301.9402062665553
57000,31000,304.25163312631196
58000,31000,306.5079729991133
59000,31000,308.67999124465825
60000,31000,310.73954574973885
0,32000,300.0
1000,32000,301.7898291524594
2000,32000,303.5564680878317
3000,32000,305.27702705690854
4000,32000,306.92921335317686
5000,32000,308.49162015195407
6000,32000,309.94400387144776
7000,32000,311.26754646206797
8000,32000,312.44509922559484
9000,32000,313.4614050051203
10000,32000,314.303295866922
11000,32000,314.95986371297164
12000,32000,315.42260161350936
13000,32000,315.68551402848414
14000,32000,315.74519448975917
15000,32000,315.60086973757905
16000,32000,315.2544097394372
17000,32000,314.7103034615336
18000,32000,313.9756007067422
19000,32000,313.05982077267566
20000,32000,311.97482911333327
21000,32000,310.7346836023859
22000,32000,309.35545239001374
23000,32000,307.8550057132637
24000,32000,306.2527843573716
25000,32000,304.569547768016
26000,32000,302.8271050781315
27000,32000,301.04803253427474
28000,32000,299.25538098375654
29000,32000,297.4723772125306
30000,32000,295.7221230035046
31000,32000,294.02729581447335
32000,32000,292.4098549538908
33000,32000,290.89075706146235
34000,32000,289.4896845799808
35000,32000,288.2247907365045
36000,32000,287.11246433707214
37000,32000,286.1671174224304
38000,32000,285.40099853604664
39000,32000,284.8240340238324
40000,32000,284.4436994218025
41000,32000,284.26492259805804
42000,32000,284.2900199040492
43000,32000,284.5186661623849
44000,32000,284.94789888004743
45000,32000,285.57215663242283
46000,32000,286.3833511208173
47000,32000,287.3709719698356
48000,32000,288.522222906796
49000,32000,289.82218755875135
50000,32000,291.25402271893927
51000,32000,292.7991765785727
52000,32000,294.4376290964156
53000,32000,296.1481513917542
54000,32000,297.9085807998968
55000,32000,299.6961080264004
56000,32000,301.4875726794618
57000,32000,303.2597633513601
58000,32000,304.98971836089555
59000,32000,306.6550232602048
60000,32000,308.2341012512577
0,33000,300.0
1000,33000,301.21284090248855
2000,33000,302.40996743146707
3000,33000,303.575868819302
4000,33000,304.6954388720592
5000,33000,305.75417169540117
6000,33000,306.7383496426035
7000,33000,307.6352210495107
